Naam,Productcode,Type,Attributen,Barcode,EAN,Tags,Lengte,Breedte,Hoogte,Gewicht,Leverancier,Leverancier productcode,Afbeelding,Extern product,Inkoopbaar,Ongelimiteerde voorraad,Vrije voorraad,Totale voorraad,Minimale voorraad,Voorraad aanvullen tot,Inkoop veelvoud,Inkoopprijs,Verkoopprijs,Belastingspercentage,Voorraadwaarde,Backorders toestaan,Voorraad bijwerken in verkoopplatformen,Korte leverperiode,Lange leverperiode,Voorraadlocatie (hoogste prioriteit),HS-code,Land van oorsprong,Douane - Productbeschrijving (Engels),Cantastic,Cantastic TEST
White Skinny Cap,A6-01.062,Normaal,,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/91e39f51604ba986bbe7f475da220f/original.jpg,0,1,0,331,331,0,10,1,0.00,0.3,,0,0,1,,,,,,,1,0
Standard cap,A6-01.030,Normaal,,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/06dda406c4e159ae0e59c004183b47/original.jpg,0,1,0,3692,3692,0,10,1,0.00,0.3,,0,0,1,,,,,,,1,0
Pink Fat Cap,A6-01.064,Normaal,,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/a38fe4c37610a9019fea58071744be/original.jpg,0,1,0,11132,11132,0,10,1,0.00,0.3,,0,0,1,,,,,,,1,0
Loop Colors Skinny Cap,A6-01.066,Normaal,,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/7f4c3821bb208a74f80b4a9e07425c/original.jpg,0,1,0,0,0,0,10,1,0.00,0.3,,0,0,1,,,,,,,1,0
Grey Skinny Banana Cap,A6-01.065,Normaal,,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/1d4ff87449b5e0eba3b6759a989135/original.jpg,0,1,0,0,0,0,10,1,0.00,0.3,,0,0,1,,,,,,,1,0
Beige/White Skinny Cap,A6-01.078,Normaal,,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/95d5953b5ab63f4f3f24c7f9a571b1/original.jpg,0,1,0,0,0,0,10,1,0.00,0.3,,0,0,1,,,,,,,1,0
Astro Fat Cap,A6-01.068,Normaal,,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/c6076c843dad031ebcc61e3b6abc5a/original.jpg,0,1,0,5630,5630,0,10,1,0.00,0.3,,0,0,1,,,,,,,1,0
Transversal Cap,A6-01.033,Normaal,,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/817b04e50afa47dc024df068dbda66/original.jpg,0,1,0,664,664,0,10,1,0.00,0.3,,0,0,1,,,,,,,1,0
Calligraphy Cap,A6-01.038,Normaal,,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/88bc65197d09235a2fb1a314b77d90/original.jpg,0,1,0,328,328,0,10,1,0.00,0.3,,0,0,1,,,,,,,1,0
Mr. Serious Winter Gloves,23101326,Normaal,Sizes: M,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/4b458ada825645cb24c35517a9ba37/original.jpg,0,1,0,10,10,0,10,1,0.00,4.95,,0,0,1,,,,,,,1,0
Mr. Serious Winter Gloves,23101333,Normaal,Sizes: L,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/869443f00186518b934da485e5150d/original.jpg,0,1,0,5,5,0,10,1,0.00,4.95,,0,0,1,,,,,,,1,0
Mr. Serious Winter Gloves,23101340,Normaal,Sizes: XL,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/e33e5a62d4c26326f4d224891492c7/original.jpg,0,1,0,0,0,0,10,1,0.00,4.95,,0,0,1,,,,,,,1,0
Bomber Megazine 30Years Anniversary,bmbr-mgzn-30yrs,Normaal,large_number: 8020,,,,0.00,0.00,0.00,1,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/000cb3645fb68c33a1278f9e1ca98e/original.jpg,0,1,0,0,0,0,10,1,0.00,20,,0,0,1,,,,,,,1,0
Stylefile Marker Main A 24 set,P.SFS24MA,Normaal,large_number: 8020,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/b5245aa53cd8f2b2fee86fcde15fd9/original.jpg,0,1,0,0,0,0,10,1,0.00,57.5,,0,0,1,,,,,,,1,0
Stylefile Marker Main A 72 set,P.SFS72MA,Normaal,large_number: 8020,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/005a07453f60415870393a371e9edd/original.jpg,0,1,0,1,1,0,10,1,0.00,175,,0,0,1,,,,,,,1,0
BAMN 4,bamn4,Normaal,large_number: 8020,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/01dc14124f849618b232949191b02a/original.jpg,0,1,0,5,5,0,10,1,0.00,7,,0,0,1,,,,,,,1,0
736 Colligo Bboy T Shirt,736-t-shirt-xl,Normaal,Sizes: XL,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/d55078d6d459ee74d4d4ef6aff366b/original.jpg,0,1,0,14,14,0,10,1,0.00,25,,0,0,1,,,,,,,1,0
736 Colligo Bboy T Shirt,736-t-shirt-m,Normaal,Sizes: M,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/114d5e60e0cac9f051545817544fbe/original.jpg,0,1,0,10,10,0,10,1,0.00,25,,0,0,1,,,,,,,1,0
736 Colligo Bboy T Shirt,736-t-shirt-l,Normaal,Sizes: L,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/ea17221e9070b78f60af1e60614ad2/original.jpg,0,1,0,10,10,0,10,1,0.00,25,,0,0,1,,,,,,,1,0
Loop Colors Beanie,WG-LOOP-18-7HAT1B,Normaal,,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/70695fe193c122bd09ddd44d3978b5/original.jpg,0,1,0,3,3,0,10,1,0.00,19.5,,0,0,1,,,,,,,1,0
Stylefile Marker Premium sketchpad A3,P.BB10T0051A3,Normaal,large_number: 8020,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/339f59a9f277f365cba22aff87f96e/original.jpg,0,1,0,0,0,0,10,1,0.00,9.99,,0,0,1,,,,,,,1,0
Stylefile Marker Premium sketchpad A4,P.BB10T0051,Normaal,large_number: 8020,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/15289ecf826e615f7f48f05ffde0a5/original.jpg,0,1,0,2,2,0,10,1,0.00,7.49,,0,0,1,,,,,,,1,0
Stylefile Marker Main A 36 set,P.SFS36MA,Normaal,large_number: 8020,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/f08ada7222522d49a3cd33c83ec364/original.jpg,0,1,0,1,1,0,10,1,0.00,87.5,,0,0,1,,,,,,,1,0
Stylefile Marker Main B 24 set,P.SFS24MB,Normaal,large_number: 8020,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/6ea5b59ca7376a1d90108fd2b40273/original.jpg,0,1,0,2,2,0,10,1,0.00,57.5,,0,0,1,,,,,,,1,0
Stylefile Marker Tryout set,P.SFS6TRY,Normaal,large_number: 8020,,,,42.00,30.00,1.00,4,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/fa450b62aed97fad387ba19af4db5a/original.jpg,0,1,0,2,2,0,10,1,0.00,9.5,,0,0,1,,,,,,,1,0
Mr Serious Zip Cap,23302440,Normaal,large_number: 8020,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/3019cb4d0685ff6b25c3ae09478d6e/original.jpg,0,1,0,1,1,0,10,1,0.00,27.5,,0,0,1,,,,,,,1,0
COPS CAN'T DANCE Beanie Black,23702028,Normaal,large_number: 8020,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/2962ddc0aa122a9d09e7cf75e76053/original.jpg,0,1,0,0,0,0,10,1,0.00,22.5,,0,0,1,,,,,,,1,0
COPS CAN’T DANCE cap black,23702004,Normaal,"Color: Black / Grey, Maroon Red / Navy Blue|large_number: 8020",,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/4c30b44386fb78ea6c8770b8b905e0/original.jpg,0,1,0,0,0,0,10,1,0.00,29.5,,0,0,1,,,,,,,1,0
Mr Serious Zedz Cap,23502406,Normaal,large_number: 8020,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/66957fbbfa8d06c7c4ade2e208cf7f/original.jpg,0,1,0,2,2,0,10,1,0.00,27.5,,0,0,1,,,,,,,1,0
Mr. Serious Zedz Shopper bag,23503007,Normaal,large_number: 8020,,,,52.00,32.00,30.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/bf5b267662bd932a6ffbbc78b288a6/original.jpg,0,1,0,1,1,0,10,1,0.00,34.99,,0,0,1,,,,,,,1,0
COPS CAN’T DANCE vice bag Black,23702011,Normaal,large_number: 8020,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/d658f9dc07b19206b2746f1a970af8/original.jpg,0,1,0,4,4,0,10,1,0.00,26.5,,0,0,1,,,,,,,1,0
Mr. Serious Shopper bag,23302051,Normaal,large_number: 8020,,,,52.00,32.00,30.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/91c476ddff08d4ef8417f40c8d5fd4/original.jpg,0,1,0,1,1,0,10,1,0.00,27.99,,0,0,1,,,,,,,1,0
Loop Colors 8 pack Looper Bag,LP-090.01,Normaal,,23200043,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/50f9443b655804aa71a4834505c685/original.jpg,0,1,0,18,18,0,10,1,0.00,4.95,,0,0,1,,,,,NL,,1,0
Loop Colors Shoulder Bag,LP-090.02,Normaal,,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/fac1d077d89cb0c6c28b659e72d07b/original.jpg,0,1,0,2,2,0,10,1,0.00,19.95,,0,0,1,,,,,,,1,0
Chrome & Asphalt Deal,lp-deals-chrm-asphalt,Samengesteld,large_number: 8020,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/6a3d4a9492ee56dd26f277cd812e3d/original.jpg,0,1,0,0,0,0,10,1,0,71.25,,0,0,1,,,,,NL,,1,0
Black & White Deal,lp-deals-blck-wht,Samengesteld,"Color: LP-100 WHITE, LP-104 BLACK|large_number: 8020",,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/543679150feab6dd171eadc63a3d9d/original.jpg,0,1,0,101,101,0,10,1,0,55.99,,0,0,1,,,,,NL,,1,0
Loop Colors 24 pack,lp-deals-24pack,Samengesteld,large_number: 8020,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/289e491241a66d373716ff439f8058/original.jpg,0,1,0,0,0,0,10,1,0,85.49,,0,0,1,,,,,NL,,1,0
Looper Gloves,LP-090.03M,Normaal,Sizes: M,23102026,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/27fa827878f6679a4858aa97b6be1b/original.jpg,0,1,0,18,18,0,10,1,0.00,3,,0,0,1,,,,,NL,,1,0
Looper Gloves,LP-090.03L,Normaal,Sizes: L,23102033,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/eefce900a9487f4207bce4862ede48/original.jpg,0,1,0,45,45,0,10,1,0.00,3,,0,0,1,,,,,NL,,1,0
Looper Gloves,LP-090.03XL,Normaal,Sizes: XL,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/54a68aa0a12e664254663a21adfcac/original.jpg,0,1,0,0,0,0,10,1,0.00,3,,0,0,1,,,,,,,1,0
Loop Colors Transparent 400ml,8021025003908,Normaal,Color: LP-390 TRANSPARANT WHITE,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/e4d514060bb75903c3575bc178bc90/original.jpg,0,1,0,3,3,0,10,1,0.00,3.75,,0,0,1,,,,,,,1,0
Loop Colors Transparent 400ml,8021025003915,Normaal,Color: LP-391 TRANSPARENT BLACK,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/1f46133cc4123c4e9243d3261205aa/original.jpg,0,1,0,35,35,0,10,1,0.00,3.75,,0,0,1,,,,,,,1,0
Loop Colors Transparent 400ml,8021025003922,Normaal,Color: LP-392 TRANSPARENT BROWN,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/e70ac3dd0f601b48bb470012538210/original.jpg,0,1,0,0,0,0,10,1,0.00,3.75,,0,0,1,,,,,,,1,0
Loop Colors Transparent 400ml,8021025003939,Normaal,Color: LP-393 TRANSPARENT GREEN,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/8c2eba6b9e4ec02e8138890e26a005/original.jpg,0,1,0,8,8,0,10,1,0.00,3.75,,0,0,1,,,,,,,1,0
Loop Colors Transparent 400ml,8021025003946,Normaal,Color: LP-394 TRANSPARENT BLUE,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/6e2861d70c9b9542a38d6c9c90ffcb/original.jpg,0,1,0,2,2,0,10,1,0.00,3.75,,0,0,1,,,,,,,1,0
Loop Colors Transparent 400ml,8021025003953,Normaal,Color: LP-395 TRANSPARENT RED,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/e2aafdb62ca0edca611fd7a8e00ae3/original.jpg,0,1,0,2,2,0,10,1,0.00,3.75,,0,0,1,,,,,,,1,0
Loop Colors Tech 400ml,8021025004301,Normaal,Color: LP-430 VARNISH MATT,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/f17529653c0a17f32a9e89b151967c/original.jpg,0,1,0,17,17,0,10,1,0.00,4,,0,0,1,,,K2D18,,,,1,0
Loop Colors Tech 400ml,8021025004325,Normaal,Color: LP-432 VARNISH GLOSS,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/2d2eb0946f7b83c540e112c11f480b/original.jpg,0,1,0,16,16,0,10,1,0.00,4,,0,0,1,,,K2D20,,,,1,0
Loop Colors Tech 400ml,8021025004370,Normaal,Color: LP-437 CLEANER,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/5a357289f6e54508d170d14de89bb0/original.jpg,0,1,0,12,12,0,10,1,0.00,4,,0,0,1,,,K2D21,,,,1,0
Loop Colors Tech 400ml,8021025004318,Normaal,Color: LP-431 VARNISH SATIN,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/e8015e38867200bc25765de54c9079/original.jpg,0,1,0,16,16,0,10,1,0.00,4,,0,0,1,,,K2D19,,,,1,0
Loop Colors Tech 400ml,8021025004394,Normaal,Color: LP-439 ERASER,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/63d43e957aaab3a8e170c307b450f2/original.jpg,0,1,0,14,14,0,10,1,0.00,4,,0,0,1,,,,,,,1,0
Loop Colors Tech 400ml,8021025005001,Normaal,Color: LP-500 NEON GREEN,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/04328456e3246e984faff51a2e0e53/original.jpg,0,1,0,12,12,0,10,1,0.00,9.75,,0,0,1,,,,,,,1,0
Loop Colors 600ml,8021025004158,Normaal,Color: LP-415 MAXI WHITE,,,,0.00,0.00,0.00,1,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/3bd95cf3a2f38f2da008df697aba01/original.jpg,0,1,0,58,58,0,10,1,0.00,4.75,21.0000,0,0,1,,,K1A1,,NL,,1,0
Loop Colors 600ml,8021025004165,Normaal,Color: LP-416 MAXI BLACK,,,,0.00,0.00,0.00,1,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/05c7c51a5cd75fa917a0949c0f22e4/original.jpg,0,1,0,0,0,0,10,1,0.00,4.75,,0,0,1,,,,,,,1,0
Loop Colors 600ml,8021025004172,Normaal,Color: LP-417 MAXI VALENCIA,,,,0.00,0.00,0.00,1,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/5fbe40d3fc2a08521450e605578a57/original.jpg,0,1,0,18,18,0,10,1,0.00,4.75,,0,0,1,,,,,,,1,0
Loop Colors 600ml,8021025004189,Normaal,Color: LP-418 MAXI ROSENDHAL,,,,0.00,0.00,0.00,1,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/e907817484fb7bd6f24dea4923d6f8/original.jpg,0,1,0,10,10,0,10,1,0.00,4.75,,0,0,1,,,K1A8,,,,1,0
Loop Colors 600ml,8021025004196,Normaal,Color: LP-419 MAXI LIVERPOOL,,,,0.00,0.00,0.00,1,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/ef9b2b94befa2c2909bdf74d7a9f98/original.jpg,0,1,0,27,27,0,10,1,0.00,4.75,,0,0,1,,,,,,,1,0
Loop Colors 600ml,8021025004264,Normaal,Color: LP-426 MAXI LEEDS,,,,0.00,0.00,0.00,1,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/d8420158fbadfbeceea350978b41de/original.jpg,0,1,0,14,14,0,10,1,0.00,4.75,,0,0,1,,,K1A17,,,,1,0
Loop Colors 600ml,8021025004202,Normaal,Color: LP-420 MAXI DUNDALK,,,,0.00,0.00,0.00,1,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/5b0eafda39279169ffe45ab7c97356/original.jpg,0,1,0,20,20,0,10,1,0.00,4.75,,0,0,1,,,,,,,1,0
Loop Colors 600ml,8021025004219,Normaal,Color: LP-421 MAXI PORTO,,,,0.00,0.00,0.00,1,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/8e0b48ec4944ec389a061d666cca0c/original.jpg,0,1,0,56,56,0,10,1,0.00,4.75,,0,0,1,,,K1A12,,,,1,0
Loop Colors 600ml,8021025004288,Normaal,Color: LP-428 MAXI MALMO,,,,0.00,0.00,0.00,1,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/c65a536fb16c4aa44f3a659a8109c0/original.jpg,0,1,0,29,29,0,10,1,0.00,4.75,,0,0,1,,,,,,,1,0
Loop Colors 600ml,8021025004226,Normaal,Color: LP-422 MAXI MORA,,,,0.00,0.00,0.00,1,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/08aa5df1e45de9a1ce9014b21255a6/original.jpg,0,1,0,6,6,0,10,1,0.00,4.75,,0,0,1,,,K1A13,,,,1,0
Loop Colors 600ml,8021025004233,Normaal,Color: LP-423 MAXI LENS,,,,0.00,0.00,0.00,1,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/bdcd16c9704d389a41289b30f79ec5/original.jpg,0,1,0,33,33,0,10,1,0.00,4.75,,0,0,1,,,,,,,1,0
Loop Colors 600ml,8021025004257,Normaal,Color: LP-425 MAXI BREST,,,,0.00,0.00,0.00,1,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/f711897231d53364f3734468370197/original.jpg,0,1,0,29,29,0,10,1,0.00,4.75,,0,0,1,,,,,,,1,0
Loop Colors 600ml,8021025004240,Normaal,Color: LP-424 MAXI LUCCA,,,,0.00,0.00,0.00,1,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/dcba4cba9c530ed570ed83866b6a2a/original.jpg,0,1,0,16,16,0,10,1,0.00,4.75,,0,0,1,,,,,,,1,0
Loop Colors 600ml,8021025004295,Normaal,Color: LP-429 MAXI BERGAMO,,,,0.00,0.00,0.00,1,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/ad4dda34f2ad9ed1fb8110de503693/original.jpg,0,1,0,45,45,0,10,1,0.00,4.75,,0,0,1,,,,,,,1,0
Loop Colors 600ml,8021025004271,Normaal,Color: LP-427 MAXI PERUGIA,,,,0.00,0.00,0.00,1,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/df56b2c12a159d9302cb60469dc819/original.jpg,0,1,0,0,0,0,10,1,0.00,4.75,,0,0,1,,,,,,,1,0
Loop Colors 600ml,8021025004332,Normaal,Color: LP-433 MAXI MADRID,,,,0.00,0.00,0.00,1,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/f65325bb98694f6191d160cf06094c/original.jpg,0,1,0,23,23,0,10,1,0.00,4.75,,0,0,1,,,,,,,1,0
Loop Colors 600ml,8021025004349,Normaal,Color: LP-434 MAXI SAN FRANSISCO,,,,0.00,0.00,0.00,1,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/8e9af310866a9c40e0fbe501387382/original.jpg,0,1,0,33,33,0,10,1,0.00,4.75,,0,0,1,,,,,,,1,0
Loop Colors 400ml,8021025002062,Normaal,Color: LP-206 RENNES,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/542d77f907c324bf8d3d9d091d522f/original.jpg,0,1,0,38,38,0,10,1,0.00,3.75,,0,0,1,,,K1D5,,,,1,0
Loop Colors 400ml,8021025002079,Normaal,Color: LP-207 CALAIS,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/7547a2f62594ecfac253cc00d9f71c/original.jpg,0,1,0,101,101,0,10,1,0.00,3.75,,0,0,1,,,,,,,1,0
Loop Colors 400ml,8021025002086,Normaal,Color: LP-208 BREST,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/485961852db8d698d46ef37474a083/original.jpg,0,1,0,64,64,0,10,1,0.00,3.75,,0,0,1,,,K1D7,,,,1,0
Loop Colors 400ml,8021025002093,Normaal,Color: LP-209 BORDEAUX,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/9e10471d213c6deffe4ebbabde1574/original.jpg,0,1,0,12,12,0,10,1,0.00,3.75,,0,0,1,,,,,,,1,0
Loop Colors 400ml,8021025002109,Normaal,Color: LP-210 NANTES,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/be618355db8a10cb6c94d37b97ba81/original.jpg,0,1,0,0,0,0,10,1,0.00,3.75,,0,0,1,,,,,,,1,0
Loop Colors 400ml,8021025002123,Normaal,Color: LP-212 LYON,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/da70b54970f493e2c39922e73ec4a7/original.jpg,0,1,0,2,2,0,10,1,0.00,3.75,,0,0,1,,,,,,,1,0
Loop Colors 400ml,8021025002116,Normaal,Color: LP-211 GRENOBLES,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/072c40c566ee85b56b635f52528eac/original.jpg,0,1,0,0,0,0,10,1,0.00,3.75,,0,0,1,,,,,,,1,0
Loop Colors 400ml,8021025002130,Normaal,Color: LP-213 MARSEILLE,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/6ce1bf2f0af5daec71963da754d357/original.jpg,0,1,0,10,10,0,10,1,0.00,3.75,,0,0,1,,,,,,,1,0
Loop Colors 400ml,8021025002147,Normaal,Color: LP-214 NIMES,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/b6bbddfc575abdff63d0985f958d20/original.jpg,0,1,0,20,20,0,10,1,0.00,3.75,,0,0,1,,,,,,,1,0
Loop Colors 400ml,8021025001621,Normaal,Color: LP-162 AMADORA,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/1a9acf8bc188aa0e523c2c18e247f7/original.jpg,0,1,0,21,21,0,10,1,0.00,3.75,,0,0,1,,,K1C12,,,,1,0
Loop Colors 400ml,8021025001638,Normaal,Color: LP-163 LISBOA,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/69c99594bb5d2ea5f65cd4749b07ec/original.jpg,0,1,0,41,41,0,10,1,0.00,3.75,,0,0,1,,,K1C13,,,,1,0
Loop Colors 400ml,8021025001812,Normaal,Color: LP-181 KALMAR,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/098a147326c984f05bcf9039626139/original.jpg,0,1,0,14,14,0,10,1,0.00,3.75,,0,0,1,,,K1C16,,,,1,0
Loop Colors 400ml,8021025001829,Normaal,Color: LP-182 MALMO,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/5aa0c398e418d09037929b8d384a23/original.jpg,0,1,0,155,155,0,10,1,0.00,3.75,,0,0,1,,,K1C17,,,,1,0
Loop Colors 400ml,8021025001836,Normaal,Color: LP-183 GOTEBORG,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/3ec55fd9cacc0c6fdeecd7f6812cd4/original.jpg,0,1,0,5,5,0,10,1,0.00,3.75,,0,0,1,,,K1C17,,,,1,0
Loop Colors 400ml,8021025001843,Normaal,Color: LP-184 MORA,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/c4549079ec4323f30a106afd6a0c22/original.jpg,0,1,0,14,14,0,10,1,0.00,3.75,,0,0,1,,,K1C19,,,,1,0
Loop Colors 400ml,8021025001850,Normaal,Color: LP-185 FALUN,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/6daedb7d4790f5d732c3e22a8d9e61/original.jpg,0,1,0,49,49,0,10,1,0.00,3.75,,0,0,1,,,K1C20,,,,1,0
Loop Colors 400ml,8021025001867,Normaal,Color: LP-186 STOCKHOLM,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/0b554b26bacb5ec0d479666a400fa6/original.jpg,0,1,0,0,0,0,10,1,0.00,3.75,,0,0,1,,,,,,,1,0
Loop Colors 400ml,8021025001874,Normaal,Color: LP-187 HELSINKI,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/668dd192b568bd6e736a0d286690c1/original.jpg,0,1,0,14,14,0,10,1,0.00,3.75,,0,0,1,,,K1C22,,,,1,0
Loop Colors 400ml,8021025001881,Normaal,Color: LP-188 OULU,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/0dc86c55d84660d0b3975eef1a969f/original.jpg,0,1,0,5,5,0,10,1,0.00,3.75,,0,0,1,,,,,,,1,0
Loop Colors 400ml,8021025001898,Normaal,Color: LP-189 OSLO,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/076c730226cf0b06a2a0aac0198159/original.jpg,0,1,0,21,21,0,10,1,0.00,3.75,,0,0,1,,,K1C24,,,,1,0
